ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2,Weight
4444,-1,1,1,1,-1,1,1,-1,0.333333333333333
4460,1,1,-1,-1,1,1,-1,1,0.333333333333333
4479,-1,1,-1,1,1,1,-1,1,0.333333333333333
4480,-1,1,-1,-1,1,1,-1,1,0.333333333333333
4482,1,1,-1,-1,1,1,-1,1,0.333333333333333
4484,1,-1,1,-1,1,1,-1,1,0.333333333333333
4487,1,-1,1,1,1,1,-1,1,0.333333333333333
4488,-1,-1,1,1,-1,-1,1,1,0.333333333333333
4502,1,-1,1,1,-1,-1,1,1,0.333333333333333
4504,1,1,1,-1,-1,1,1,-1,0.333333333333333
4508,1,1,-1,-1,1,1,-1,-1,0.333333333333333
4514,-1,1,-1,-1,1,1,-1,1,0.333333333333333
4517,1,1,1,-1,1,1,-1,-1,0.333333333333333
4524,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4536,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4550,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4566,-1,1,-1,-1,1,1,-1,1,0.333333333333333
4612,-1,-1,1,1,-1,1,1,-1,0.333333333333333
4614,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4630,-1,-1,-1,-1,1,1,-1,-1,0.333333333333333
4632,1,1,1,-1,-1,-1,1,-1,0.333333333333333
4649,1,1,-1,1,1,1,1,-1,0.333333333333333
4652,1,-1,1,1,-1,-1,1,-1,0.333333333333333
4655,-1,1,-1,-1,1,1,-1,1,0.333333333333333
4668,-1,1,1,1,-1,-1,-1,1,0.333333333333333
4670,-1,-1,1,1,-1,-1,1,1,0.333333333333333
4672,-1,1,1,1,-1,-1,1,1,0.333333333333333
4701,1,-1,1,1,-1,-1,1,1,0.333333333333333
4722,1,-1,1,1,1,1,-1,-1,0.333333333333333
4727,1,1,-1,-1,-1,1,1,-1,0.333333333333333
4730,1,1,-1,1,-1,-1,1,-1,0.333333333333333
4761,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4795,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
4799,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4814,1,-1,1,1,1,-1,-1,1,0.333333333333333
4815,1,1,-1,1,-1,1,1,-1,0.333333333333333
4819,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4821,1,1,-1,-1,1,1,-1,1,0.333333333333333
4837,-1,1,-1,-1,1,-1,-1,1,0.333333333333333
4838,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
4847,1,-1,1,1,-1,-1,1,1,0.333333333333333
4863,1,1,-1,-1,1,1,1,-1,0.333333333333333
4901,1,-1,1,-1,1,1,-1,1,0.333333333333333
4912,-1,1,-1,-1,1,1,-1,1,0.333333333333333
4913,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
4914,1,-1,1,-1,1,1,-1,1,0.333333333333333
4944,1,-1,1,1,-1,-1,1,1,0.333333333333333
4950,1,-1,-1,1,-1,-1,1,1,0.333333333333333
4960,-1,-1,1,1,-1,-1,1,1,0.333333333333333
4972,1,1,-1,-1,1,1,-1,1,0.333333333333333
4991,-1,1,-1,1,1,-1,-1,1,0.333333333333333
4992,1,1,-1,-1,1,1,-1,1,0.333333333333333
5010,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
5018,1,1,-1,-1,1,1,-1,1,0.333333333333333
5038,1,1,1,1,-1,-1,1,1,0.333333333333333
5043,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5059,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5096,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
5104,1,1,-1,-1,1,1,1,1,0.333333333333333
5105,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5108,1,-1,1,1,-1,-1,1,1,0.333333333333333
5127,1,-1,1,-1,1,1,-1,-1,0.333333333333333
5131,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5137,-1,1,-1,1,1,1,1,-1,0.333333333333333
5143,1,1,-1,-1,-1,1,1,-1,0.333333333333333
5146,1,-1,1,1,-1,-1,1,-1,0.333333333333333
5171,1,-1,1,1,-1,-1,1,1,0.333333333333333
5192,1,1,-1,-1,-1,1,1,-1,0.333333333333333
5205,1,-1,1,1,-1,-1,1,1,0.333333333333333
5222,1,1,-1,-1,1,1,1,-1,0.333333333333333
5223,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5243,-1,-1,1,-1,1,1,1,-1,0.333333333333333
5265,1,-1,1,1,-1,-1,1,1,0.333333333333333
5296,1,1,1,-1,1,1,-1,1,0.333333333333333
5302,1,1,-1,-1,1,1,-1,1,0.333333333333333
5306,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5318,1,-1,1,1,-1,-1,1,1,0.333333333333333
5335,-1,-1,1,1,1,-1,1,1,0.333333333333333
5343,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5354,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5375,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5402,-1,1,1,1,1,1,-1,1,0.333333333333333
5405,1,-1,1,1,-1,-1,1,1,0.333333333333333
5408,-1,1,1,-1,-1,1,1,-1,0.333333333333333
5455,1,-1,1,1,-1,-1,1,1,0.333333333333333
5459,1,1,-1,-1,1,1,-1,1,0.333333333333333
5482,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5487,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
5494,1,1,-1,1,-1,-1,1,-1,0.333333333333333
5502,-1,-1,1,1,1,1,-1,-1,0.333333333333333
5507,-1,1,1,-1,1,1,1,1,0.333333333333333
5516,1,-1,1,1,-1,-1,1,1,0.333333333333333
5520,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5522,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5555,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5561,1,1,1,-1,1,1,-1,-1,0.333333333333333
5563,-1,-1,1,-1,-1,1,1,-1,0.333333333333333
5571,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5583,1,1,1,1,-1,1,1,-1,0.333333333333333
5584,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5594,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5601,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5602,-1,1,1,-1,1,1,-1,-1,0.333333333333333
5618,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5627,1,-1,1,1,1,-1,1,1,0.333333333333333
5643,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
5657,1,1,-1,-1,-1,1,1,-1,0.333333333333333
5659,1,1,-1,-1,-1,1,1,-1,0.333333333333333
5664,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
5667,1,1,-1,-1,1,1,-1,1,0.333333333333333
5673,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5681,-1,1,1,-1,-1,1,1,-1,0.333333333333333
5689,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5705,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
5707,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5708,1,1,-1,-1,1,1,-1,1,0.333333333333333
5731,-1,-1,-1,-1,1,-1,-1,1,0.333333333333333
5732,1,1,-1,-1,1,1,-1,1,0.333333333333333
5762,1,1,1,1,-1,1,1,-1,0.333333333333333
5767,1,1,-1,1,-1,-1,1,-1,0.333333333333333
5781,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5782,1,1,-1,-1,1,1,-1,-1,0.333333333333333
5793,-1,1,-1,-1,1,1,1,-1,0.333333333333333
5799,-1,-1,-1,1,1,-1,1,1,0.333333333333333
5816,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5818,-1,-1,1,1,1,-1,1,1,0.333333333333333
5829,1,-1,1,-1,1,1,-1,1,0.333333333333333
5846,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
5868,-1,-1,1,1,-1,-1,1,1,0.333333333333333
5884,1,-1,1,1,1,-1,-1,1,0.333333333333333
5888,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
5889,1,-1,-1,-1,1,-1,-1,1,0.333333333333333
5897,-1,1,1,1,-1,1,1,-1,0.333333333333333
5902,-1,-1,1,1,1,1,-1,1,0.333333333333333
5907,1,-1,1,1,-1,-1,1,1,0.333333333333333
5935,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
5945,-1,1,1,-1,1,1,-1,-1,0.333333333333333
5947,-1,-1,1,-1,1,1,-1,1,0.333333333333333
5971,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5994,-1,1,-1,-1,1,1,-1,1,0.333333333333333
5999,1,-1,1,1,-1,1,1,-1,0.333333333333333
6020,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6022,1,-1,-1,1,1,1,-1,1,0.333333333333333
6023,1,-1,1,1,-1,-1,1,1,0.333333333333333
6024,1,1,-1,1,1,-1,-1,1,0.333333333333333
6044,-1,-1,-1,-1,1,1,1,1,0.333333333333333
6083,1,1,-1,-1,1,1,1,-1,0.333333333333333
6091,1,1,1,1,1,-1,1,1,0.333333333333333
6102,1,1,1,1,-1,-1,1,-1,0.333333333333333
6116,1,1,-1,-1,1,-1,-1,1,0.333333333333333
6126,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6128,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6131,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6142,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6160,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6178,1,1,1,1,-1,1,1,-1,0.333333333333333
6181,1,-1,1,1,-1,-1,1,-1,0.333333333333333
6182,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6187,-1,1,-1,1,-1,-1,1,-1,0.333333333333333
6189,1,1,1,1,-1,-1,1,1,0.333333333333333
6206,1,-1,1,1,1,-1,-1,1,0.333333333333333
6218,1,1,-1,-1,1,1,-1,1,0.333333333333333
6221,1,-1,1,1,-1,-1,1,-1,0.333333333333333
6247,1,1,1,1,-1,1,1,-1,0.333333333333333
6252,1,-1,1,1,-1,-1,1,1,0.333333333333333
6256,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6264,1,1,-1,-1,-1,1,1,-1,0.333333333333333
6267,1,1,1,1,-1,-1,1,-1,0.333333333333333
6278,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6285,1,1,-1,1,-1,-1,1,1,0.333333333333333
6290,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6291,1,1,1,1,-1,-1,1,-1,0.333333333333333
6292,1,1,-1,-1,1,1,1,-1,0.333333333333333
6294,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6338,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6349,1,-1,1,1,-1,-1,1,1,0.333333333333333
6365,-1,-1,-1,1,-1,-1,1,1,0.333333333333333
6370,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6379,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
6408,1,1,-1,-1,1,1,-1,1,0.333333333333333
6412,1,1,-1,-1,1,1,-1,1,0.333333333333333
6417,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6430,1,1,-1,-1,-1,1,1,-1,0.333333333333333
6431,1,1,-1,-1,1,1,1,-1,0.333333333333333
6437,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6443,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6444,-1,1,-1,1,-1,-1,1,1,0.333333333333333
6451,-1,-1,1,1,1,1,-1,-1,0.333333333333333
6475,1,-1,1,1,-1,-1,1,1,0.333333333333333
6481,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6484,-1,1,-1,1,-1,-1,1,1,0.333333333333333
6487,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6499,-1,1,-1,1,-1,-1,1,-1,0.333333333333333
6518,-1,1,1,1,-1,-1,1,-1,0.333333333333333
6533,-1,1,1,-1,-1,1,1,1,0.333333333333333
6537,1,1,1,-1,-1,1,1,-1,0.333333333333333
6545,1,-1,1,1,-1,-1,1,-1,0.333333333333333
6569,1,-1,1,1,-1,-1,1,1,0.333333333333333
6601,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6622,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6647,1,-1,-1,-1,1,1,-1,-1,0.333333333333333
6649,1,-1,1,1,-1,1,1,-1,0.333333333333333
6656,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6673,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
6675,1,1,-1,-1,1,1,-1,-1,0.333333333333333
6693,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
6700,1,1,1,1,-1,-1,1,-1,0.333333333333333
6701,-1,-1,1,1,1,1,-1,1,0.333333333333333
6728,1,-1,1,1,-1,-1,1,1,0.333333333333333
6742,1,-1,-1,1,-1,-1,1,1,0.333333333333333
6746,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6753,-1,1,-1,-1,-1,1,1,1,0.333333333333333
6780,1,-1,1,1,-1,-1,1,1,0.333333333333333
6792,1,-1,-1,1,1,1,-1,1,0.333333333333333
6805,1,-1,1,1,-1,-1,1,1,0.333333333333333
6807,1,1,-1,1,-1,1,1,-1,0.333333333333333
6812,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6815,1,-1,1,1,-1,-1,1,1,0.333333333333333
6831,1,1,-1,-1,1,1,-1,1,0.333333333333333
6840,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6863,-1,-1,1,1,-1,-1,1,1,0.333333333333333
6868,1,1,-1,-1,1,1,-1,1,0.333333333333333
6886,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6892,-1,1,1,-1,1,1,1,-1,0.333333333333333
6902,-1,1,-1,-1,1,1,-1,1,0.333333333333333
6908,1,1,-1,1,-1,1,1,-1,0.333333333333333
6910,-1,1,-1,1,1,-1,1,1,0.333333333333333
6918,-1,1,1,1,-1,1,1,-1,0.333333333333333
6919,-1,1,-1,1,1,1,-1,-1,0.333333333333333
6925,1,1,1,1,-1,1,1,-1,0.333333333333333
6929,1,1,-1,-1,1,1,1,-1,0.333333333333333
6945,1,-1,1,1,-1,-1,1,-1,0.333333333333333
6946,1,1,1,-1,-1,1,1,-1,0.333333333333333
6961,1,1,-1,-1,1,1,-1,1,0.333333333333333
6971,1,-1,1,1,-1,-1,1,1,0.333333333333333
6981,-1,-1,1,-1,-1,1,1,1,0.333333333333333
6991,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
6999,-1,-1,1,1,1,-1,-1,1,0.333333333333333
7007,1,1,1,1,-1,-1,1,-1,0.333333333333333
7013,1,-1,1,1,1,1,1,-1,0.333333333333333
7015,1,1,1,1,-1,-1,1,-1,0.333333333333333
7016,1,1,-1,-1,1,1,-1,1,0.333333333333333
7027,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7037,-1,-1,1,-1,-1,1,1,-1,0.333333333333333
7042,-1,-1,1,1,-1,1,1,1,0.333333333333333
7045,1,-1,1,1,1,-1,-1,1,0.333333333333333
7048,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7078,-1,1,-1,1,-1,-1,1,1,0.333333333333333
7084,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
7097,1,1,-1,1,-1,1,1,-1,0.333333333333333
7098,1,-1,1,1,-1,-1,1,1,0.333333333333333
7108,1,1,-1,-1,1,1,-1,1,0.333333333333333
7111,-1,1,-1,1,-1,-1,1,1,0.333333333333333
7124,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
7129,1,1,-1,1,-1,1,1,-1,0.333333333333333
7130,-1,-1,-1,-1,1,-1,-1,1,0.333333333333333
7131,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7136,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7142,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7158,1,1,-1,-1,1,1,-1,-1,0.333333333333333
7170,1,1,-1,-1,-1,1,1,1,0.333333333333333
7186,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7214,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7223,1,1,1,1,-1,1,1,-1,0.333333333333333
7242,-1,1,1,-1,-1,1,1,-1,0.333333333333333
7255,1,1,1,-1,-1,1,1,-1,0.333333333333333
7267,-1,1,-1,1,-1,-1,1,1,0.333333333333333
7273,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
7281,-1,-1,-1,1,1,1,-1,1,0.333333333333333
7285,1,1,-1,1,-1,1,1,-1,0.333333333333333
7301,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7309,1,-1,1,-1,-1,1,1,-1,0.333333333333333
7317,1,-1,1,-1,1,1,-1,1,0.333333333333333
7319,-1,-1,1,-1,-1,1,1,-1,0.333333333333333
7328,1,1,-1,-1,-1,1,1,-1,0.333333333333333
7340,1,-1,1,-1,1,1,-1,-1,0.333333333333333
7363,1,-1,1,1,-1,-1,1,1,0.333333333333333
7396,-1,-1,1,-1,1,1,-1,1,0.333333333333333
7398,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7401,1,1,1,1,1,-1,-1,1,0.333333333333333
7419,1,-1,1,-1,1,-1,-1,1,0.333333333333333
7420,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7431,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7442,1,-1,1,-1,1,1,1,1,0.333333333333333
7467,1,1,-1,-1,1,1,-1,1,0.333333333333333
7480,1,1,-1,-1,1,1,-1,-1,0.333333333333333
7490,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7502,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7504,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7518,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7543,-1,-1,-1,-1,1,1,-1,-1,0.333333333333333
7545,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7551,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
7562,1,1,-1,1,-1,-1,1,1,0.333333333333333
7571,1,-1,1,1,-1,-1,1,-1,0.333333333333333
7574,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7605,1,-1,1,1,-1,-1,1,-1,0.333333333333333
7612,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7615,1,-1,1,1,-1,-1,1,1,0.333333333333333
7624,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7625,1,1,-1,-1,1,1,-1,-1,0.333333333333333
7644,1,-1,1,1,-1,-1,1,-1,0.333333333333333
7647,1,1,-1,1,-1,1,1,-1,0.333333333333333
7662,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7672,1,-1,1,1,-1,-1,1,1,0.333333333333333
7690,-1,1,-1,-1,1,1,1,1,0.333333333333333
7695,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7696,1,1,-1,1,1,-1,-1,1,0.333333333333333
7706,-1,-1,1,1,1,-1,1,1,0.333333333333333
7707,1,1,-1,-1,1,1,-1,1,0.333333333333333
7721,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7726,-1,-1,1,1,1,1,1,1,0.333333333333333
7751,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7759,-1,-1,1,1,-1,-1,1,1,0.333333333333333
7764,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7769,1,1,-1,-1,1,1,-1,1,0.333333333333333
7776,1,-1,1,-1,1,1,-1,-1,0.333333333333333
7788,1,1,-1,-1,1,1,-1,1,0.333333333333333
7802,-1,1,1,1,-1,-1,1,-1,0.333333333333333
7803,1,1,-1,-1,1,1,-1,1,0.333333333333333
7814,1,-1,-1,1,1,-1,-1,1,0.333333333333333
7841,-1,1,1,-1,-1,1,1,-1,0.333333333333333
7858,1,-1,1,1,-1,-1,1,1,0.333333333333333
7863,1,1,1,1,-1,-1,1,-1,0.333333333333333
7873,1,1,-1,1,-1,1,1,-1,0.333333333333333
7879,-1,1,-1,-1,1,1,-1,1,0.333333333333333
7881,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7898,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
7904,1,1,1,1,-1,-1,1,1,0.333333333333333
7955,-1,-1,1,-1,1,1,-1,1,0.333333333333333
7984,1,-1,1,1,-1,-1,1,1,0.333333333333333
7990,1,1,-1,1,-1,1,1,-1,0.333333333333333
7997,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8008,-1,1,1,-1,-1,1,1,-1,0.333333333333333
8026,1,1,1,1,-1,1,1,-1,0.333333333333333
8033,-1,1,1,-1,-1,1,1,-1,0.333333333333333
8062,1,1,1,-1,-1,1,1,-1,0.333333333333333
8075,1,1,-1,1,-1,1,1,-1,0.333333333333333
8109,1,1,-1,-1,-1,1,1,-1,0.333333333333333
8134,-1,1,1,1,1,-1,1,-1,0.333333333333333
8145,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8149,1,-1,1,1,-1,-1,1,-1,0.333333333333333
8150,-1,1,-1,-1,1,1,-1,1,0.333333333333333
8152,-1,1,1,1,-1,-1,1,1,0.333333333333333
8157,1,1,-1,-1,1,1,1,-1,0.333333333333333
8175,1,1,-1,1,-1,-1,1,1,0.333333333333333
8176,1,-1,1,1,-1,-1,1,-1,0.333333333333333
8178,1,1,1,-1,-1,1,1,-1,0.333333333333333
8182,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8194,1,-1,1,1,-1,-1,1,-1,0.333333333333333
8209,1,1,-1,-1,1,1,-1,-1,0.333333333333333
8220,1,-1,1,1,-1,-1,1,-1,0.333333333333333
8230,1,-1,-1,1,-1,-1,1,1,0.333333333333333
8236,1,1,1,-1,-1,1,1,-1,0.333333333333333
8247,1,-1,1,1,-1,-1,1,-1,0.333333333333333
8252,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8259,-1,-1,1,1,-1,1,1,-1,0.333333333333333
8260,-1,-1,1,-1,1,1,-1,-1,0.333333333333333
8262,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8273,1,1,1,-1,-1,1,1,-1,0.333333333333333
8276,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
8293,1,1,-1,1,1,1,-1,-1,0.333333333333333
8310,-1,1,-1,1,-1,-1,1,-1,0.333333333333333
8331,1,1,-1,-1,1,1,-1,1,0.333333333333333
8346,1,-1,-1,-1,1,1,1,-1,0.333333333333333
8363,1,-1,1,-1,-1,-1,1,-1,0.333333333333333
8385,-1,1,1,1,-1,-1,1,1,0.333333333333333
8405,1,1,-1,1,-1,-1,1,1,0.333333333333333
8412,1,-1,1,1,1,-1,1,-1,0.333333333333333
8414,-1,-1,1,-1,1,1,-1,-1,0.333333333333333
8427,1,1,-1,1,-1,1,1,-1,0.333333333333333
8429,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8442,1,-1,-1,-1,1,1,-1,1,0.333333333333333
8453,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8459,-1,1,-1,1,-1,1,1,-1,0.333333333333333
8462,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8478,-1,1,-1,-1,1,1,-1,1,0.333333333333333
8481,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8482,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8503,-1,1,1,-1,-1,1,1,-1,0.333333333333333
8512,1,1,1,1,-1,1,1,-1,0.333333333333333
8529,-1,1,-1,-1,1,1,1,1,0.333333333333333
8541,1,1,1,1,-1,-1,1,-1,0.333333333333333
8544,1,-1,1,1,-1,-1,1,1,0.333333333333333
8559,-1,1,-1,1,-1,-1,1,-1,0.333333333333333
8579,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8594,1,1,-1,-1,1,1,1,-1,0.333333333333333
8630,1,1,-1,-1,1,1,1,-1,0.333333333333333
8643,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
8655,1,1,-1,-1,1,1,-1,-1,0.333333333333333
8661,1,-1,1,1,1,-1,1,1,0.333333333333333
8665,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
8675,1,1,-1,-1,1,1,-1,-1,0.333333333333333
8703,-1,1,1,1,-1,-1,1,-1,0.333333333333333
8720,-1,1,-1,1,-1,-1,1,1,0.333333333333333
8724,-1,1,-1,-1,1,1,-1,1,0.333333333333333
8728,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
8735,-1,1,-1,1,1,1,-1,1,0.333333333333333
8747,1,-1,-1,-1,1,1,-1,1,0.333333333333333
8755,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8756,-1,-1,1,-1,1,1,-1,1,0.333333333333333
8760,-1,1,1,-1,-1,1,1,1,0.333333333333333
8780,1,1,-1,1,-1,1,1,1,0.333333333333333
8784,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
8795,-1,-1,1,-1,-1,1,1,1,0.333333333333333
8801,1,-1,1,1,-1,-1,1,1,0.333333333333333
8804,1,-1,-1,-1,1,1,1,1,0.333333333333333
8831,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8841,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8844,1,1,-1,-1,1,1,1,-1,0.333333333333333
8852,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8861,-1,1,-1,-1,1,1,-1,1,0.333333333333333
8876,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8880,-1,-1,1,1,-1,-1,1,1,0.333333333333333
8905,-1,-1,1,-1,1,1,-1,1,0.333333333333333
8917,-1,1,-1,-1,1,1,-1,1,0.333333333333333
8928,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8929,1,1,1,1,1,1,1,-1,0.333333333333333
8930,1,1,1,1,-1,1,1,-1,0.333333333333333
8934,1,1,-1,-1,1,1,-1,-1,0.333333333333333
8947,-1,-1,1,1,1,1,-1,-1,0.333333333333333
8953,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
8964,1,-1,-1,1,-1,-1,1,1,0.333333333333333
8972,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
8996,-1,1,1,1,-1,-1,1,-1,0.333333333333333
8999,1,1,-1,-1,1,1,1,1,0.333333333333333
9007,-1,1,-1,-1,1,1,-1,1,0.333333333333333
9011,1,-1,-1,-1,1,1,-1,-1,0.333333333333333
9014,1,-1,1,1,-1,-1,1,1,0.333333333333333
9023,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9024,1,1,1,1,-1,1,1,-1,0.333333333333333
9036,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9063,1,-1,-1,-1,1,1,-1,1,0.333333333333333
9069,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
9075,-1,1,-1,-1,1,1,-1,1,0.333333333333333
9081,1,-1,1,1,-1,-1,1,1,0.333333333333333
9082,-1,1,-1,-1,1,1,-1,1,0.333333333333333
9104,1,-1,-1,-1,1,1,-1,1,0.333333333333333
9105,-1,1,1,-1,-1,1,1,-1,0.333333333333333
9108,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9150,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9193,-1,-1,1,-1,1,1,-1,1,0.333333333333333
9209,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9217,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9220,1,-1,1,1,-1,-1,1,-1,0.333333333333333
9223,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9231,-1,1,1,1,-1,-1,1,-1,0.333333333333333
9232,-1,1,1,1,-1,-1,1,1,0.333333333333333
9243,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9244,1,-1,-1,1,1,-1,-1,1,0.333333333333333
9252,1,-1,1,-1,1,1,-1,1,0.333333333333333
9260,1,-1,-1,-1,1,1,-1,1,0.333333333333333
9261,-1,1,-1,-1,1,1,1,-1,0.333333333333333
