ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2,Weight
9278,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9293,1,-1,1,1,-1,-1,1,1,0.333333333333333
9294,1,1,-1,-1,1,-1,-1,1,0.333333333333333
9297,1,1,1,1,-1,-1,1,1,0.333333333333333
9317,1,-1,1,1,1,-1,1,1,0.333333333333333
9333,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
9352,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
9365,1,-1,1,1,-1,-1,1,1,0.333333333333333
9396,1,-1,1,-1,1,1,-1,1,0.333333333333333
9400,-1,-1,1,1,1,-1,-1,1,0.333333333333333
9422,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9426,1,1,-1,-1,1,1,-1,1,0.333333333333333
9432,-1,1,-1,-1,1,1,-1,1,0.333333333333333
9453,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9457,-1,-1,1,1,-1,1,1,-1,0.333333333333333
9464,1,-1,1,1,-1,-1,1,1,0.333333333333333
9465,1,-1,1,-1,1,1,-1,1,0.333333333333333
9473,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
9489,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
9491,1,1,1,-1,1,1,-1,-1,0.333333333333333
9508,1,1,-1,-1,1,1,1,-1,0.333333333333333
9510,-1,1,-1,-1,1,1,-1,1,0.333333333333333
9511,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
9521,1,-1,1,1,-1,-1,1,1,0.333333333333333
9546,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9558,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9570,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9576,1,1,-1,-1,1,1,1,-1,0.333333333333333
9600,-1,1,1,1,-1,-1,1,-1,0.333333333333333
9609,-1,-1,1,1,-1,-1,1,-1,0.333333333333333
9627,-1,-1,1,-1,-1,1,1,-1,0.333333333333333
9631,-1,1,1,-1,1,1,-1,-1,0.333333333333333
9653,1,-1,1,1,-1,-1,1,-1,0.333333333333333
9668,-1,-1,1,1,1,-1,-1,1,0.333333333333333
9681,1,-1,-1,1,1,-1,-1,1,0.333333333333333
9698,1,1,1,1,-1,-1,1,-1,0.333333333333333
9720,-1,1,-1,-1,1,1,-1,-1,0.333333333333333
9723,-1,-1,1,1,1,1,1,1,0.333333333333333
9725,1,-1,1,1,-1,-1,1,1,0.333333333333333
9727,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9734,1,1,-1,1,-1,1,1,-1,0.333333333333333
9748,-1,1,1,-1,1,1,-1,-1,0.333333333333333
9755,1,-1,1,-1,-1,1,1,-1,0.333333333333333
9769,1,1,-1,-1,1,1,-1,1,0.333333333333333
9776,-1,-1,-1,1,1,1,-1,1,0.333333333333333
9782,1,-1,1,1,-1,-1,1,1,0.333333333333333
9796,-1,-1,-1,-1,1,1,-1,1,0.333333333333333
9803,-1,1,-1,1,-1,-1,1,-1,0.333333333333333
9830,1,-1,-1,-1,1,1,-1,1,0.333333333333333
9835,1,-1,1,1,1,-1,1,1,0.333333333333333
9839,1,-1,-1,1,-1,-1,1,1,0.333333333333333
9840,1,1,1,1,-1,-1,1,-1,0.333333333333333
9856,1,1,-1,1,-1,1,1,-1,0.333333333333333
9873,-1,-1,-1,-1,1,1,-1,-1,0.333333333333333
9879,-1,1,1,1,-1,-1,1,1,0.333333333333333
9886,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9887,1,1,1,-1,-1,1,1,-1,0.333333333333333
9890,-1,1,-1,-1,-1,1,1,-1,0.333333333333333
9893,1,-1,1,1,-1,-1,1,1,0.333333333333333
9899,1,1,1,-1,-1,1,1,-1,0.333333333333333
9906,1,1,1,1,-1,1,1,-1,0.333333333333333
9909,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9913,1,1,-1,-1,1,1,-1,1,0.333333333333333
9914,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9915,1,1,-1,-1,-1,1,1,-1,0.333333333333333
9921,1,-1,1,1,-1,1,1,1,0.333333333333333
9925,-1,1,1,-1,1,1,-1,-1,0.333333333333333
9927,-1,1,1,1,-1,-1,1,1,0.333333333333333
9932,1,1,1,1,-1,-1,1,-1,0.333333333333333
9934,1,1,-1,-1,1,1,-1,-1,0.333333333333333
9965,-1,-1,1,1,1,-1,1,1,0.333333333333333
9973,-1,-1,1,1,-1,-1,1,1,0.333333333333333
9974,1,1,1,1,1,-1,-1,1,0.333333333333333
9988,1,-1,1,1,-1,-1,1,1,0.333333333333333
55,1,-1,1,1,-1,-1,1,1,0.25
105,1,1,-1,1,-1,1,1,-1,0.25
113,1,1,-1,1,-1,1,1,-1,0.25
220,-1,1,-1,-1,1,1,-1,-1,0.25
395,-1,-1,-1,1,1,1,-1,1,0.25
461,-1,-1,1,1,-1,-1,1,1,0.25
478,1,1,-1,-1,1,1,-1,-1,0.25
960,1,1,-1,-1,1,1,-1,1,0.25
1114,-1,-1,1,1,-1,1,1,-1,0.25
1286,-1,1,-1,1,1,-1,-1,1,0.25
1448,1,-1,1,1,-1,-1,1,1,0.25
1478,-1,1,-1,1,-1,1,1,-1,0.25
1879,1,-1,-1,1,-1,-1,1,1,0.25
2040,-1,1,-1,-1,1,1,-1,-1,0.25
2060,1,1,-1,-1,1,1,-1,-1,0.25
2132,1,1,-1,-1,1,1,-1,1,0.25
2800,1,1,1,1,-1,-1,1,-1,0.25
2811,1,1,-1,-1,1,1,-1,-1,0.25
3113,-1,-1,-1,1,1,1,-1,1,0.25
3566,-1,1,-1,-1,1,1,-1,1,0.25
3759,-1,-1,1,1,-1,-1,1,1,0.25
3771,-1,1,-1,-1,-1,1,1,-1,0.25
3895,-1,1,-1,1,-1,1,1,1,0.25
4062,-1,1,-1,-1,1,1,1,-1,0.25
4322,1,1,-1,-1,1,1,-1,-1,0.25
4928,-1,1,-1,1,-1,-1,1,-1,0.25
4962,-1,1,-1,-1,1,1,-1,1,0.25
5076,1,1,1,1,-1,-1,1,-1,0.25
5138,1,1,-1,1,-1,-1,1,-1,0.25
5349,-1,1,-1,-1,1,1,-1,-1,0.25
5407,1,1,1,1,-1,-1,1,-1,0.25
5437,-1,1,-1,-1,-1,-1,1,1,0.25
5622,1,1,1,-1,1,1,1,-1,0.25
5671,-1,-1,1,1,-1,-1,1,1,0.25
5880,-1,1,-1,-1,1,1,-1,1,0.25
6497,-1,1,-1,1,-1,-1,1,1,0.25
6577,1,-1,1,1,-1,-1,1,1,0.25
6662,-1,-1,1,1,-1,-1,1,1,0.25
7077,1,-1,-1,-1,1,1,-1,-1,0.25
8349,-1,-1,1,1,-1,-1,1,-1,0.25
8422,1,1,1,1,-1,-1,1,1,0.25
8430,1,-1,1,1,-1,-1,1,-1,0.25
8432,-1,-1,1,1,-1,-1,1,1,0.25
8731,-1,1,-1,-1,1,1,-1,-1,0.25
8754,-1,-1,1,-1,1,1,-1,-1,0.25
8907,-1,-1,1,1,-1,-1,1,-1,0.25
8954,1,1,-1,-1,-1,1,1,-1,0.25
8963,-1,1,-1,-1,1,1,-1,1,0.25
9059,-1,1,-1,-1,1,1,-1,-1,0.25
9132,-1,1,-1,1,-1,-1,1,1,0.25
9136,-1,1,-1,-1,1,1,-1,1,0.25
9418,1,1,-1,1,1,-1,-1,1,0.25
9588,1,-1,1,1,-1,-1,1,1,0.25
9589,-1,-1,-1,1,-1,-1,1,1,0.25
9805,-1,-1,-1,1,-1,-1,1,1,0.25
55,1,-1,-1,1,1,-1,-1,1,0.25
105,1,-1,1,1,-1,-1,1,-1,0.25
113,1,1,-1,-1,1,1,-1,1,0.25
220,-1,-1,1,1,-1,-1,1,1,0.25
395,-1,-1,-1,1,-1,-1,1,-1,0.25
461,-1,1,-1,-1,1,1,-1,-1,0.25
478,1,-1,1,-1,-1,1,1,-1,0.25
960,1,-1,1,1,-1,1,1,-1,0.25
1114,-1,-1,1,-1,1,1,-1,-1,0.25
1286,-1,-1,1,1,-1,-1,1,1,0.25
1448,1,1,-1,1,1,-1,-1,1,0.25
1478,-1,1,1,1,-1,-1,1,1,0.25
1879,1,-1,-1,1,1,-1,1,1,0.25
2040,-1,-1,-1,1,-1,-1,1,1,0.25
2060,1,-1,1,1,-1,-1,1,1,0.25
2132,1,-1,1,1,-1,-1,1,-1,0.25
2800,1,1,-1,-1,1,1,-1,-1,0.25
2811,1,1,-1,1,-1,1,1,-1,0.25
3113,-1,-1,-1,1,1,1,1,-1,0.25
3566,-1,-1,1,1,-1,-1,1,1,0.25
3759,-1,1,-1,-1,1,1,-1,1,0.25
3771,-1,-1,1,1,-1,1,1,-1,0.25
3895,-1,1,-1,1,-1,-1,1,1,0.25
4062,-1,-1,1,1,-1,1,1,-1,0.25
4322,1,-1,1,1,-1,-1,1,1,0.25
4928,-1,-1,-1,1,1,-1,-1,1,0.25
4962,-1,1,-1,1,-1,1,1,-1,0.25
5076,1,-1,1,1,-1,-1,1,-1,0.25
5138,1,-1,1,1,-1,-1,1,-1,0.25
5349,-1,1,1,1,-1,-1,1,1,0.25
5407,1,1,1,1,-1,1,1,-1,0.25
5437,-1,-1,1,1,-1,-1,1,1,0.25
5622,1,-1,1,1,-1,-1,1,1,0.25
5671,-1,1,-1,1,-1,-1,1,1,0.25
5880,-1,-1,1,1,-1,-1,1,1,0.25
6497,-1,1,-1,-1,1,1,-1,1,0.25
6577,1,-1,1,-1,1,1,-1,1,0.25
6662,-1,1,-1,-1,-1,1,1,-1,0.25
7077,1,-1,1,1,-1,-1,1,-1,0.25
8349,-1,-1,1,-1,1,-1,-1,1,0.25
8422,1,-1,1,1,-1,-1,1,1,0.25
8430,1,-1,1,-1,1,1,-1,-1,0.25
8432,-1,1,-1,1,1,-1,1,1,0.25
8731,-1,-1,1,-1,1,1,-1,1,0.25
8754,-1,-1,1,1,-1,1,1,-1,0.25
8907,-1,-1,1,-1,1,-1,1,-1,0.25
8954,1,1,1,1,-1,1,1,-1,0.25
8963,-1,1,1,1,-1,-1,1,-1,0.25
9059,-1,-1,1,1,-1,-1,1,1,0.25
9132,-1,1,-1,-1,-1,1,1,-1,0.25
9136,-1,1,-1,1,-1,-1,1,1,0.25
9418,1,-1,1,1,-1,-1,1,1,0.25
9588,1,1,1,-1,1,1,1,-1,0.25
9589,-1,-1,-1,-1,1,-1,-1,1,0.25
9805,-1,-1,1,1,-1,-1,1,1,0.25
55,1,1,-1,-1,1,1,-1,1,0.25
105,1,1,-1,-1,1,1,-1,-1,0.25
113,1,-1,1,1,-1,-1,1,1,0.25
220,-1,1,-1,-1,-1,1,1,-1,0.25
395,-1,-1,1,1,-1,-1,1,-1,0.25
461,-1,-1,1,1,-1,1,1,-1,0.25
478,1,-1,1,1,-1,-1,1,1,0.25
960,1,-1,1,1,-1,-1,1,1,0.25
1114,-1,1,-1,-1,1,1,-1,-1,0.25
1286,-1,1,-1,-1,1,1,-1,-1,0.25
1448,1,1,-1,-1,1,1,1,-1,0.25
1478,-1,1,-1,-1,1,1,-1,-1,0.25
1879,1,-1,1,1,-1,-1,1,1,0.25
2040,-1,-1,1,1,-1,-1,1,1,0.25
2060,1,1,-1,1,-1,-1,1,1,0.25
2132,1,1,-1,1,-1,-1,1,-1,0.25
2800,1,1,1,1,1,1,-1,-1,0.25
2811,1,-1,1,1,-1,-1,1,1,0.25
3113,-1,1,-1,-1,1,1,-1,1,0.25
3566,-1,1,-1,1,-1,-1,1,1,0.25
3759,-1,1,-1,-1,-1,1,1,-1,0.25
3771,-1,1,-1,-1,1,1,-1,-1,0.25
3895,-1,-1,1,1,-1,-1,1,1,0.25
4062,-1,1,-1,-1,1,1,-1,1,0.25
4322,1,-1,1,1,-1,1,1,-1,0.25
4928,-1,-1,1,1,-1,-1,1,-1,0.25
4962,-1,-1,1,1,-1,-1,1,-1,0.25
5076,1,1,-1,-1,1,1,-1,-1,0.25
5138,1,1,-1,-1,1,1,-1,-1,0.25
5349,-1,1,-1,-1,-1,1,1,-1,0.25
5407,1,-1,-1,-1,1,1,-1,1,0.25
5437,-1,-1,1,1,-1,-1,1,1,0.25
5622,1,1,-1,-1,1,1,-1,-1,0.25
5671,-1,1,-1,-1,1,1,-1,-1,0.25
5880,-1,-1,-1,-1,1,1,-1,1,0.25
6497,-1,-1,1,1,-1,-1,1,1,0.25
6577,1,1,-1,-1,1,1,-1,1,0.25
6662,-1,1,-1,1,-1,-1,1,1,0.25
7077,1,-1,1,1,-1,1,1,-1,0.25
8349,-1,-1,-1,-1,1,-1,-1,1,0.25
8422,1,1,-1,-1,-1,1,1,1,0.25
8430,1,1,-1,-1,-1,1,1,-1,0.25
8432,-1,1,-1,1,-1,-1,1,1,0.25
8731,-1,-1,1,1,-1,-1,1,1,0.25
8754,-1,1,-1,-1,1,1,-1,-1,0.25
8907,-1,-1,1,-1,1,-1,-1,1,0.25
8954,1,1,-1,-1,1,1,1,-1,0.25
8963,-1,1,-1,1,-1,1,1,-1,0.25
9059,-1,1,-1,-1,-1,1,1,-1,0.25
9132,-1,-1,1,1,-1,-1,1,1,0.25
9136,-1,-1,1,1,-1,-1,1,1,0.25
9418,1,1,1,1,-1,-1,-1,1,0.25
9588,1,1,1,-1,-1,1,1,-1,0.25
9589,-1,-1,1,1,-1,-1,1,1,0.25
9805,-1,1,-1,-1,1,1,-1,-1,0.25
55,1,-1,1,1,-1,-1,1,1,0.25
105,1,1,-1,1,1,1,1,-1,0.25
113,1,1,1,-1,1,1,-1,1,0.25
220,-1,-1,1,1,1,-1,-1,1,0.25
395,-1,-1,-1,1,-1,-1,1,-1,0.25
461,-1,-1,1,-1,1,1,1,-1,0.25
478,1,1,-1,-1,1,1,1,-1,0.25
960,1,1,-1,1,-1,1,1,1,0.25
1114,-1,-1,1,1,-1,-1,1,1,0.25
1286,-1,-1,1,1,-1,-1,1,1,0.25
1448,1,1,-1,-1,1,1,-1,-1,0.25
1478,-1,1,1,-1,1,1,-1,-1,0.25
1879,1,-1,1,1,1,-1,1,1,0.25
2040,-1,1,-1,1,-1,1,1,-1,0.25
2060,1,1,-1,1,-1,-1,1,1,0.25
2132,1,-1,1,-1,1,1,-1,1,0.25
2800,1,1,-1,-1,-1,1,1,-1,0.25
2811,1,1,-1,1,-1,-1,1,1,0.25
3113,-1,-1,1,1,-1,1,1,-1,0.25
3566,-1,-1,1,1,1,-1,-1,1,0.25
3759,-1,1,-1,1,-1,-1,1,1,0.25
3771,-1,-1,1,-1,1,1,-1,-1,0.25
3895,-1,1,-1,-1,1,1,-1,1,0.25
4062,-1,1,-1,1,-1,1,1,-1,0.25
4322,1,-1,1,1,-1,1,-1,-1,0.25
4928,-1,1,-1,-1,1,1,-1,-1,0.25
4962,-1,1,-1,-1,1,1,-1,1,0.25
5076,1,1,-1,1,-1,1,1,-1,0.25
5138,1,1,-1,1,1,-1,1,-1,0.25
5349,-1,-1,1,1,-1,-1,1,1,0.25
5407,1,1,-1,1,1,1,-1,1,0.25
5437,-1,1,-1,-1,1,1,-1,1,0.25
5622,1,1,1,1,-1,-1,1,1,0.25
5671,-1,1,-1,-1,-1,1,1,-1,0.25
5880,-1,-1,1,1,-1,-1,1,1,0.25
6497,-1,1,-1,1,-1,-1,1,1,0.25
6577,1,-1,1,-1,1,1,1,1,0.25
6662,-1,1,-1,-1,1,1,-1,-1,0.25
7077,1,-1,1,1,-1,-1,1,-1,0.25
8349,-1,-1,-1,1,-1,-1,1,-1,0.25
8422,1,1,-1,-1,1,1,-1,1,0.25
8430,1,1,-1,-1,1,1,-1,-1,0.25
8432,-1,1,-1,-1,1,1,-1,1,0.25
8731,-1,-1,1,1,1,-1,-1,1,0.25
8754,-1,1,-1,1,-1,1,1,-1,0.25
8907,-1,1,-1,-1,1,-1,-1,1,0.25
8954,1,1,-1,-1,1,1,1,-1,0.25
8963,-1,-1,1,-1,1,1,-1,1,0.25
9059,-1,-1,1,-1,-1,1,1,-1,0.25
9132,-1,1,-1,-1,1,1,-1,-1,0.25
9136,-1,-1,1,-1,1,1,-1,1,0.25
9418,1,1,1,1,-1,-1,1,1,0.25
9588,1,1,1,-1,1,1,-1,-1,0.25
9589,-1,-1,-1,-1,1,-1,-1,1,0.25
9805,-1,1,-1,-1,1,1,1,-1,0.25
311,1,1,1,-1,-1,-1,1,1,0.2
483,-1,-1,-1,-1,-1,1,1,-1,0.2
3996,-1,1,1,-1,-1,1,1,-1,0.2
4058,-1,1,1,1,-1,1,1,1,0.2
4312,1,-1,1,1,-1,-1,1,-1,0.2
4588,-1,1,-1,-1,1,1,-1,-1,0.2
8835,1,-1,1,-1,1,-1,-1,1,0.2
311,1,1,1,-1,-1,1,1,1,0.2
483,-1,-1,1,1,-1,-1,1,1,0.2
3996,-1,1,-1,-1,-1,1,1,-1,0.2
4058,-1,1,1,1,1,1,1,1,0.2
4312,1,1,-1,-1,1,1,-1,-1,0.2
4588,-1,1,-1,1,1,-1,1,1,0.2
8835,1,-1,1,1,-1,-1,1,1,0.2
311,1,1,-1,-1,1,1,-1,1,0.2
483,-1,-1,1,-1,1,1,-1,-1,0.2
3996,-1,-1,1,1,1,-1,-1,1,0.2
4058,-1,1,1,1,1,1,1,1,0.2
4312,1,1,-1,-1,1,1,-1,-1,0.2
4588,-1,1,-1,1,-1,-1,1,1,0.2
8835,1,-1,1,1,1,-1,-1,1,0.2
311,1,1,1,-1,-1,-1,1,1,0.2
483,-1,1,-1,-1,1,1,1,-1,0.2
3996,-1,-1,1,1,-1,-1,1,1,0.2
4058,-1,1,1,1,1,1,1,1,0.2
4312,1,-1,-1,-1,1,1,-1,-1,0.2
4588,-1,1,1,1,-1,-1,1,1,0.2
8835,1,1,-1,-1,1,1,-1,1,0.2
311,1,1,1,-1,-1,-1,1,1,0.2
483,-1,1,-1,-1,1,1,-1,-1,0.2
3996,-1,1,-1,-1,1,1,-1,-1,0.2
4058,-1,1,1,1,1,1,1,1,0.2
4312,1,1,-1,-1,1,1,1,-1,0.2
4588,-1,1,1,1,1,-1,1,1,0.2
8835,1,1,1,-1,1,1,-1,1,0.2
60,-1,-1,1,1,1,1,-1,1,0.1
110,1,-1,1,1,-1,-1,1,1,0.1
149,1,-1,1,1,-1,-1,1,-1,0.1
249,-1,-1,1,-1,1,1,1,1,0.1
259,-1,1,-1,-1,1,1,-1,1,0.1
353,-1,1,1,1,1,-1,1,-1,0.1
611,1,1,1,1,1,-1,1,1,0.1
1009,1,1,-1,-1,1,1,-1,-1,0.1
1015,1,-1,1,-1,1,1,1,1,0.1
1028,-1,-1,1,1,-1,-1,1,1,0.1
1129,1,-1,1,1,-1,-1,-1,1,0.1
1149,-1,1,1,1,-1,1,1,-1,0.1
1307,1,1,1,-1,1,1,-1,1,0.1
1310,-1,1,-1,1,-1,-1,1,-1,0.1
1337,-1,-1,-1,-1,1,1,-1,1,0.1
1551,1,1,-1,-1,1,1,-1,1,0.1
1726,1,1,1,1,-1,-1,1,-1,0.1
1941,-1,-1,1,-1,1,1,1,1,0.1
2159,-1,-1,1,1,-1,-1,1,-1,0.1
2472,1,1,-1,-1,1,1,-1,1,0.1
2819,1,-1,-1,1,1,-1,-1,1,0.1
3073,-1,-1,1,1,1,-1,1,1,0.1
3241,1,1,-1,-1,1,1,-1,1,0.1
3251,-1,1,-1,-1,1,1,-1,1,0.1
3529,1,1,-1,1,-1,1,1,-1,0.1
3551,-1,1,-1,1,-1,1,1,-1,0.1
3646,-1,1,-1,-1,-1,1,1,-1,0.1
3797,-1,1,-1,-1,-1,1,1,-1,0.1
3831,-1,1,1,1,1,1,-1,1,0.1
3872,1,-1,1,1,-1,-1,1,1,0.1
4140,1,-1,-1,-1,1,-1,-1,1,0.1
4221,1,1,-1,-1,1,1,-1,1,0.1
4696,1,1,-1,-1,1,1,-1,-1,0.1
4843,1,1,-1,1,1,1,-1,1,0.1
4981,1,1,1,1,-1,-1,1,-1,0.1
5063,1,1,1,-1,1,1,-1,-1,0.1
5180,1,-1,-1,-1,1,1,-1,-1,0.1
5326,1,1,1,-1,1,1,-1,1,0.1
5384,-1,1,1,1,-1,-1,1,-1,0.1
5400,1,-1,1,-1,1,1,-1,1,0.1
6284,-1,-1,1,1,-1,-1,1,-1,0.1
6441,1,-1,1,1,-1,-1,1,-1,0.1
6571,1,-1,-1,1,1,-1,-1,1,0.1
6890,1,1,1,1,-1,-1,1,1,0.1
7125,-1,-1,-1,-1,1,1,-1,1,0.1
7407,-1,1,-1,-1,1,1,-1,-1,0.1
7423,1,-1,1,1,1,-1,-1,-1,0.1
7456,-1,1,-1,-1,1,1,-1,-1,0.1
7499,-1,-1,1,1,-1,-1,1,-1,0.1
7537,-1,-1,1,1,1,1,1,-1,0.1
7824,1,-1,1,1,-1,-1,1,1,0.1
7954,1,1,-1,-1,1,1,-1,1,0.1
8070,1,-1,-1,-1,1,1,-1,1,0.1
8402,-1,1,-1,1,1,-1,1,1,0.1
8425,1,1,1,1,1,1,1,-1,0.1
8586,1,1,-1,1,1,1,1,1,0.1
8649,-1,1,-1,-1,-1,1,1,-1,0.1
8767,1,1,1,1,1,1,1,-1,0.1
8895,1,1,1,1,-1,-1,1,-1,0.1
9026,1,-1,1,1,-1,-1,1,-1,0.1
9180,-1,1,-1,-1,1,1,-1,1,0.1
9345,1,-1,1,1,-1,1,1,1,0.1
9351,-1,-1,1,1,-1,-1,1,1,0.1
9417,-1,1,-1,1,-1,1,1,1,0.1
9517,-1,1,1,1,1,1,1,-1,0.1
9743,1,1,-1,-1,1,1,-1,-1,0.1
60,-1,-1,1,1,-1,-1,1,-1,0.1
110,1,-1,-1,-1,1,1,-1,1,0.1
149,1,-1,1,1,1,1,1,1,0.1
249,-1,-1,1,1,-1,-1,1,-1,0.1
259,-1,-1,1,1,-1,-1,1,1,0.1
353,-1,-1,-1,1,1,-1,-1,1,0.1
611,1,1,-1,-1,1,-1,-1,1,0.1
1009,1,-1,1,1,-1,1,1,-1,0.1
1015,1,1,1,1,-1,-1,1,-1,0.1
1028,-1,-1,-1,1,1,-1,-1,1,0.1
1129,1,-1,1,1,-1,-1,1,-1,0.1
1149,-1,1,1,1,-1,-1,1,-1,0.1
1307,1,1,1,1,1,1,-1,1,0.1
1310,-1,-1,-1,-1,1,-1,-1,1,0.1
1337,-1,1,-1,-1,1,1,1,1,0.1
1551,1,-1,1,-1,1,1,-1,1,0.1
1726,1,-1,1,-1,1,-1,-1,1,0.1
1941,-1,1,-1,-1,1,1,-1,1,0.1
2159,-1,1,1,1,-1,-1,1,-1,0.1
2472,1,-1,1,1,-1,-1,1,-1,0.1
2819,1,-1,-1,1,1,-1,-1,1,0.1
3073,-1,-1,1,1,1,-1,1,1,0.1
3241,1,-1,1,1,-1,1,1,1,0.1
3251,-1,1,-1,-1,1,1,-1,1,0.1
3529,1,1,-1,1,-1,1,1,1,0.1
3551,-1,1,-1,-1,1,1,1,-1,0.1
3646,-1,1,-1,-1,1,1,1,1,0.1
3797,-1,-1,-1,-1,1,1,-1,1,0.1
3831,-1,1,1,1,-1,-1,1,-1,0.1
3872,1,-1,1,1,-1,-1,1,1,0.1
4140,1,1,1,-1,1,-1,1,-1,0.1
4221,1,1,1,1,-1,1,1,1,0.1
4696,1,1,-1,1,-1,1,1,-1,0.1
4843,1,1,-1,1,1,1,-1,1,0.1
4981,1,1,1,1,-1,-1,-1,1,0.1
5063,1,-1,1,-1,1,1,1,-1,0.1
5180,1,1,-1,-1,1,1,-1,-1,0.1
5326,1,1,1,-1,1,1,-1,1,0.1
5384,-1,1,-1,-1,-1,1,1,-1,0.1
5400,1,-1,1,1,1,1,1,-1,0.1
6284,-1,1,-1,1,-1,1,1,-1,0.1
6441,1,-1,-1,1,1,1,-1,1,0.1
6571,1,-1,-1,1,-1,-1,1,1,0.1
6890,1,-1,1,-1,1,1,-1,1,0.1
7125,-1,-1,-1,-1,1,1,-1,1,0.1
7407,-1,1,1,1,-1,-1,1,1,0.1
7423,1,-1,1,1,1,-1,-1,-1,0.1
7456,-1,1,-1,-1,-1,-1,1,-1,0.1
7499,-1,-1,1,-1,1,-1,-1,1,0.1
7537,-1,-1,1,1,1,1,1,1,0.1
7824,1,-1,1,1,-1,-1,1,-1,0.1
7954,1,1,1,1,-1,-1,1,-1,0.1
8070,1,-1,1,1,-1,1,1,1,0.1
8402,-1,1,-1,-1,1,1,-1,-1,0.1
8425,1,-1,1,-1,1,1,-1,1,0.1
8586,1,1,-1,1,1,1,-1,1,0.1
8649,-1,1,-1,1,1,-1,-1,-1,0.1
8767,1,1,-1,-1,1,1,-1,1,0.1
8895,1,-1,1,-1,1,1,1,1,0.1
9026,1,1,-1,1,1,1,-1,1,0.1
9180,-1,1,1,1,-1,-1,-1,1,0.1
9345,1,-1,1,1,1,1,-1,1,0.1
9351,-1,-1,1,1,-1,-1,1,1,0.1
9417,-1,1,-1,-1,1,1,-1,1,0.1
9517,-1,-1,1,-1,1,1,-1,1,0.1
9743,1,1,-1,-1,1,-1,-1,1,0.1
60,-1,-1,1,1,1,-1,1,1,0.1
110,1,-1,-1,-1,1,1,-1,1,0.1
149,1,1,1,1,-1,1,1,-1,0.1
249,-1,-1,1,-1,1,1,-1,1,0.1
259,-1,-1,1,1,-1,-1,1,-1,0.1
353,-1,1,1,1,1,-1,1,-1,0.1
611,1,-1,1,1,1,-1,-1,1,0.1
1009,1,-1,1,1,-1,-1,1,1,0.1
1015,1,-1,1,-1,1,1,-1,1,0.1
1028,-1,-1,-1,1,1,-1,-1,1,0.1
1129,1,-1,1,1,1,-1,-1,1,0.1
1149,-1,1,1,1,-1,-1,1,-1,0.1
1307,1,1,1,-1,1,1,-1,1,0.1
1310,-1,-1,-1,-1,1,-1,-1,1,0.1
1337,-1,-1,-1,-1,1,1,-1,1,0.1
1551,1,-1,1,1,-1,-1,1,1,0.1
1726,1,-1,1,-1,1,-1,-1,1,0.1
1941,-1,-1,1,-1,1,1,-1,1,0.1
2159,-1,-1,1,1,-1,-1,1,1,0.1
2472,1,1,1,1,1,-1,1,-1,0.1
2819,1,-1,-1,1,1,-1,-1,1,0.1
3073,-1,1,-1,-1,1,1,-1,1,0.1
3241,1,-1,1,1,-1,1,1,1,0.1
3251,-1,1,-1,1,1,-1,1,-1,0.1
3529,1,1,-1,-1,1,1,-1,1,0.1
3551,-1,1,-1,-1,1,1,1,-1,0.1
3646,-1,1,-1,-1,1,1,-1,1,0.1
3797,-1,-1,-1,-1,1,1,-1,1,0.1
3831,-1,1,1,1,1,-1,1,1,0.1
3872,1,-1,-1,1,1,-1,1,1,0.1
4140,1,-1,-1,-1,1,1,-1,1,0.1
4221,1,-1,1,1,-1,1,1,1,0.1
4696,1,1,-1,1,-1,1,1,-1,0.1
4843,1,1,-1,1,1,1,-1,-1,0.1
4981,1,1,1,1,-1,-1,1,-1,0.1
5063,1,-1,1,1,1,1,1,-1,0.1
5180,1,-1,1,1,-1,-1,1,-1,0.1
5326,1,1,1,-1,1,1,-1,1,0.1
5384,-1,1,-1,-1,1,1,1,1,0.1
5400,1,-1,1,1,-1,-1,1,-1,0.1
6284,-1,1,1,1,-1,-1,1,-1,0.1
6441,1,-1,1,1,-1,-1,1,-1,0.1
6571,1,-1,1,1,-1,-1,1,-1,0.1
6890,1,-1,1,-1,1,1,-1,1,0.1
7125,-1,1,-1,-1,1,1,-1,1,0.1
7407,-1,1,1,1,-1,-1,1,1,0.1
7423,1,-1,1,1,1,-1,-1,-1,0.1
7456,-1,1,-1,-1,1,1,-1,-1,0.1
7499,-1,-1,1,-1,1,-1,-1,1,0.1
7537,-1,-1,1,1,1,1,1,-1,0.1
7824,1,-1,-1,-1,1,1,-1,-1,0.1
7954,1,1,1,1,-1,-1,1,-1,0.1
8070,1,-1,1,1,-1,1,1,1,0.1
