ParameterIndex,miR200,ZEB,SNAIL,GRHL2
3077,-1.83181,2.168232,5.985301,2.784479
3078,5.516283,-5.499964,6.515015,2.173628
3083,-4.282313,1.7093,6.200771,2.605899
3087,4.610381,-6.249677,5.543365,4.380162
3088,2.528892,-5.810112,4.477132,7.333663
3089,8.934586,-9.698249,2.532636,5.138447
3090,5.330808,2.631147,6.272975,4.304151
3092,-8.84382,5.00796,7.828653,2.874344
3095,-0.124574,3.958845,7.024619,0.415835
3097,-1.068236,-4.142109,7.206777,6.764057
3098,5.419613,-7.579823,7.200193,5.296024
3099,-3.843954,5.872298,7.52356,1.446394
3101,1.028723,-5.576765,7.743642,7.308396
3103,2.778476,-3.092512,7.599334,7.370731
3105,-2.565254,7.23217,3.817591,1.994338
3108,-3.473681,4.57675,6.8725,0.866852
3109,5.496016,-4.719934,5.739232,5.919953
3110,5.398609,-7.64633,5.367407,7.075938
3111,5.739251,-5.678134,5.799078,6.896664
3112,6.824011,-8.753684,5.689075,6.111393
3113,2.350469,5.779705,4.433882,-1.057469
3116,7.462206,-6.494509,4.889003,4.660424
3117,7.485614,-7.318116,1.627321,4.848521
3118,1.880841,4.031276,4.606234,0.940354
3119,-5.593252,4.146963,6.550093,3.651348
3121,3.42343,-3.136902,5.945948,3.822696
3122,3.783329,-8.15093,5.121085,7.706945
3125,0.640473,-4.11091,5.901388,6.397798
3126,2.497451,-4.613258,6.889924,8.061086
3127,1.981646,1.882597,1.048189,-0.345935
3128,0.715277,5.420117,4.950286,4.004634
3133,-3.890499,4.050222,7.696968,-1.239176
3135,1.77095,3.415748,4.851114,-0.070006
3136,0.753261,5.413341,5.624601,2.189175
3141,1.328673,2.536462,5.130313,0.190063
3144,4.609816,-6.927848,6.920728,6.042419
3145,-5.515553,5.804014,7.65665,2.040932
3147,2.64513,0.972386,5.378931,3.073717
3148,0.069646,4.070089,6.527033,3.155986
3149,0.487243,3.727289,3.585957,1.531603
3151,-1.527756,7.766983,7.791256,2.013404
3152,0.394987,2.67962,5.155753,1.440482
3157,1.561123,5.003526,3.165048,-1.361234
3159,4.341106,-9.501115,1.364904,5.893511
3160,-0.795399,-5.794151,8.522061,5.637755
3162,2.426941,1.998994,4.472296,2.063928
3163,-5.167212,5.492705,9.167045,-0.229965
3166,2.370854,6.569556,5.398503,0.242531
3167,-4.223047,6.150837,7.651246,3.118622
3168,3.608637,-6.158624,6.882683,6.875748
3169,3.938007,-4.77285,6.596994,5.377208
3170,-0.656229,6.458476,6.179901,4.018689
3174,-0.136065,8.027296,6.50175,0.66101
3175,-0.445758,-6.993711,6.363712,6.115733
3176,-0.135949,4.755236,6.588211,-0.157271
3177,1.172644,5.309608,7.651848,-1.082073
3178,3.674819,-9.309489,8.197155,6.99377
3179,4.188434,-9.94507,3.717617,5.695037
3180,4.869351,-6.775598,5.183255,6.685438
3182,1.524899,5.772553,6.515264,0.470591
3184,-0.62004,6.650967,6.630484,0.765027
3186,4.93867,-7.582118,7.004318,5.812405
3187,1.700507,1.878001,3.11995,2.697613
3188,6.125707,-5.647642,4.486382,7.136284
3189,0.315552,4.443065,5.528665,0.004984
3191,1.277524,-3.475071,7.789322,9.25228
3192,5.763251,-5.706238,6.896417,8.392421
3195,5.461363,-5.717051,6.219873,4.301518
3198,5.079413,-5.633953,5.860959,5.107219
3199,1.276148,4.1052,6.525691,-4.291882
3200,-3.954399,5.865301,6.727523,1.434845
3204,6.026713,-7.263913,3.962493,5.669496
3205,1.900577,-6.420736,6.214991,6.86965
3206,0.1416,5.875514,6.353079,-3.738812
3208,4.986172,-6.317013,7.044778,6.117033
3209,7.379722,-9.62536,4.464168,3.472408
3210,0.174242,5.703925,9.41234,1.005081
3211,-0.158359,3.280729,5.404083,-0.33895
3212,4.764257,-8.017371,8.273867,6.72154
3214,1.374762,4.361124,5.427679,0.373515
3215,3.228819,-8.819861,5.804551,6.145598
3217,0.482004,6.569103,7.320938,1.612188
3219,7.106309,-11.974512,4.862632,6.347651
3222,1.045919,4.095086,5.848291,0.215088
3224,-0.527297,4.957203,7.350132,1.114849
3225,6.614647,-7.674416,5.543012,5.440004
3227,-1.340159,4.70792,5.268847,1.266427
3229,6.176511,-6.720626,6.101119,6.288913
3230,3.940911,-8.806433,4.413369,7.297127
3231,2.590271,3.145704,7.804512,1.787677
3232,-1.563094,3.472011,6.66445,1.982411
3235,0.043497,3.38785,4.527702,-0.287266
3237,-1.316272,6.53359,6.481565,-4.798634
3241,-3.781474,6.763194,8.305094,2.007375
3244,4.511982,-11.129467,8.396424,6.769292
3245,3.665175,-3.127013,7.895963,4.70097
3247,1.287085,3.074059,3.171124,1.71549
3248,3.258175,-7.903227,6.884461,8.0446
3249,-0.601918,2.993877,3.78365,2.975178
3250,-1.800986,2.889806,6.37155,-1.289111
3251,7.772937,-12.600618,4.53228,7.000814
3252,2.000519,6.462023,8.512643,1.37753
3254,5.27407,-4.684526,6.773143,3.143367
3255,2.595391,-5.800102,7.215835,7.722466
3257,-0.795978,5.109264,8.391452,-0.365514
3260,2.243705,5.300512,6.485496,-0.189632
3265,-0.943149,3.626764,6.024964,3.754105
3266,-1.603285,7.195042,6.609673,0.06388
3267,-0.36683,3.778176,5.168247,2.658751
3271,-0.748451,6.868378,7.003973,0.601809
3272,3.431661,-7.761251,7.001734,6.567359
3273,5.716903,-7.508291,6.902004,5.800461
3274,-2.840897,8.00971,8.486641,-1.257999
3275,-0.657936,6.102588,6.661582,2.223915
3276,-4.294121,4.787403,7.062011,2.068003
3279,1.729961,-3.900753,6.210997,7.095573
3280,4.642548,-4.529111,7.983476,7.058141
3281,0.668837,-4.895622,7.410114,9.44778
3283,5.89066,-6.649047,6.592785,7.418701
3284,-0.778369,6.777416,8.031557,5.733905
3286,2.849291,-8.010785,7.528326,7.367955
3288,5.289893,-4.614713,7.051098,5.256052
3289,-1.816626,5.371833,7.300752,-2.373739
3292,3.504683,-4.690708,8.214486,7.839256
3293,3.413309,-6.815793,5.164019,7.534412
3296,0.861715,-4.217828,8.697146,7.139389
3297,1.991299,-3.551817,4.465141,7.677559
3298,-1.714024,2.834049,6.949902,1.54109
3303,-3.239018,2.758936,8.785236,5.410884
3304,0.594318,5.509005,7.16396,1.809485
3309,-0.309499,1.621542,4.848637,1.368125
3311,-0.154217,2.301175,5.727909,2.369204
3312,-0.585194,3.203322,6.8395,3.615203
3315,0.946511,2.994258,5.643924,2.239304
3317,-1.863807,4.51249,6.402387,3.754987
3318,-9.22059,-1.319003,5.809624,7.715876
3319,5.69863,-7.524027,7.437852,7.935462
3320,3.653341,-4.421418,7.387379,7.194611
3321,0.532627,-1.99672,7.847007,4.892805
3323,2.892925,-8.494417,8.042655,6.273335
3324,-4.454204,8.822511,7.599349,0.84895
3328,-0.942475,6.145002,7.153308,0.390549
3330,-0.308905,5.25729,7.194473,0.175825
3333,-4.619187,6.04041,7.634664,2.281629
3336,-0.311031,2.335928,5.17303,1.440248
3340,7.253324,-5.211144,3.932118,2.381264
3341,2.939884,-6.814114,8.124839,6.313979
3344,-0.316926,-4.902969,9.061331,6.828296
3345,0.230008,2.309894,4.039549,0.795764
3347,-2.297963,2.977014,6.023651,0.774394
3348,-1.912153,1.93933,6.68878,5.381898
3349,-0.365931,5.062263,8.627411,5.29149
3350,-4.450155,2.047458,1.816307,1.737107
3351,4.303605,-9.007828,7.30518,8.335712
3354,0.579517,-5.33889,9.163726,7.674396
3356,-2.96568,3.647203,8.146648,1.656289
3358,-5.258296,5.58838,7.310605,-4.08637
3360,-0.759885,6.506328,5.364582,1.291276
3361,3.528462,-3.038334,5.089466,2.741023
3362,5.434525,-5.97159,6.031149,6.608426
3363,-2.447052,3.073422,6.517693,2.982854
3365,3.980181,-8.141174,7.493233,7.682763
3366,-1.522389,6.539267,7.292099,1.009834
3368,4.06451,-6.861563,6.890995,7.23028
3372,4.36335,-5.850169,7.046746,8.12397
3373,1.756969,-3.092363,9.231754,6.130682
3375,-1.233346,3.616926,6.178623,1.484437
3376,5.427916,-7.622382,6.280559,7.07988
3377,5.215297,-7.287376,8.300848,9.138897
3378,1.070335,6.655589,7.569669,2.481644
3380,5.173925,-7.519445,5.310022,3.267253
3383,-0.650394,5.576364,7.161006,2.507946
3384,2.9743,-5.785814,7.012016,8.638
3389,-2.095464,5.855304,6.145845,3.05561
3395,4.532138,-12.705006,5.464199,6.743491
3397,0.218106,-4.19987,7.353394,7.735379
3398,3.053532,2.531869,5.663802,1.207792
3399,1.681207,5.615445,6.860914,0.064229
3400,-4.592895,7.152717,7.201426,1.395569
3401,4.536201,-6.559686,5.174338,7.45745
3402,5.183918,-7.698247,5.103289,8.863322
3405,2.159661,2.259219,6.870215,-1.525634
3407,-0.669649,4.853018,7.583993,2.367922
3410,2.091516,6.395816,3.873298,1.193666
3412,2.974106,-6.878553,6.598252,7.309512
3413,0.755789,5.1321,5.013163,0.542721
3414,5.98148,-8.821923,5.802305,6.209917
3415,-0.956494,5.857936,6.224305,1.024528
3416,0.003132,3.583934,6.159423,0.58919
3417,2.016617,-7.515425,6.95812,6.231271
3420,5.955472,-9.362667,6.801087,6.16201
3422,4.310008,-6.903277,6.527972,7.2465
3423,4.214937,-5.611342,8.28716,6.330131
3425,5.162679,-11.475524,5.181809,6.814884
3427,-2.499976,4.445906,5.913958,-4.773867
3431,0.346845,1.44922,5.772296,2.445835
3432,6.467416,-8.235493,6.805293,6.567846
3433,-3.494358,5.829454,7.762573,0.168502
3434,1.791318,-3.742783,4.734741,6.853659
3438,0.318348,3.245338,6.998067,2.821023
3439,0.555967,5.881614,5.136867,-0.261677
3440,5.472983,-2.100643,7.140164,7.596614
3441,6.239042,-8.726198,4.560602,7.546873
3442,-0.338906,6.300133,6.915503,2.649101
3443,0.408439,1.809375,4.919883,5.0996
3445,-2.5878,6.298018,7.235215,0.46501
3447,0.885504,3.923933,7.544717,0.154662
3450,5.295412,-7.517794,4.710129,5.963421
3453,7.038685,-5.999888,6.005621,5.500885
3454,-0.017446,6.361061,5.812018,-2.159724
3455,7.66516,-7.201926,6.304412,5.662213
3456,1.214737,4.893914,5.129882,-2.268602
3457,5.933358,-4.838906,7.73306,7.366339
3458,0.172666,2.387603,6.094175,3.652112
3459,1.88757,5.424364,6.971783,-0.339605
3461,-0.023501,2.451206,7.800575,1.378007
3465,0.126784,7.935462,7.006232,0.797728
3466,-6.505218,4.731471,8.83999,1.531936
3467,5.587455,-3.61683,6.580346,5.453578
3469,5.426039,1.451211,5.930403,0.765842
3470,7.602552,-7.351602,6.715785,7.370284
3471,2.667525,-3.420492,6.839154,5.208569
3472,6.77245,-6.547334,5.052431,4.819623
3473,8.894455,-3.912525,5.139155,4.585843
3474,7.167205,-6.238763,7.371939,7.885712
3475,1.527384,8.380272,7.259061,0.731626
3476,0.36931,1.195879,5.002274,0.088482
3480,3.324211,-6.077992,7.860489,7.086321
3482,3.645854,-9.520196,7.818442,7.271307
3483,-0.952291,4.635846,7.981701,2.630451
3488,-2.4789,6.399305,7.201625,2.274027
3492,2.022283,-5.649179,8.459255,7.059037
3493,6.377732,-10.920002,5.678289,6.413744
3495,7.654484,-10.18488,6.719214,6.661503
3496,-4.815918,1.519455,7.648562,4.697147
3497,2.061594,-5.329908,8.894512,6.958173
3499,4.078779,-6.944249,6.447524,6.730497
3501,4.836881,-7.740363,5.274166,7.265167
3504,6.167932,-8.594817,7.244108,6.64063
3505,0.805729,4.133937,6.200394,1.939052
3506,-0.885762,2.28129,3.802237,3.219731
3510,0.076757,3.344928,6.751321,1.344714
3511,9.045016,-8.075233,3.75437,4.386899
3512,5.531902,-1.112217,6.100029,-0.239623
3513,2.355021,3.867888,5.163161,1.177979
3514,-0.875115,0.393186,7.422029,8.253882
3515,3.623442,3.863571,5.46693,2.315565
3516,0.212402,5.066714,6.161247,2.89332
3517,8.884098,-4.709673,6.545653,5.740734
3518,5.219592,-7.3783,6.501033,5.725167
3519,2.861214,-8.042892,6.289189,6.101306
3521,5.993656,-5.385977,3.643511,5.212557
3523,0.648134,4.38012,4.011503,3.14304
3524,-4.802605,5.315353,7.005007,1.032849
3526,5.972985,-7.750877,4.732054,6.377053
3527,2.663849,4.220683,6.108499,3.543455
3528,2.728962,7.972473,6.518092,2.194257
3529,0.411747,0.999594,6.08466,-0.013108
3530,6.500505,-8.382183,5.508016,4.731871
3534,-0.820347,3.617024,5.506183,3.653009
3541,3.998022,1.113465,6.657129,2.198051
3543,4.118339,-7.445325,3.340953,4.087455
3545,4.49375,-4.356705,7.787745,5.93766
3547,-0.337046,6.012007,6.484182,-0.800651
3548,5.512812,-9.135528,6.514331,6.362371
3549,-0.281312,1.622502,6.347301,1.443819
3550,7.166229,-8.376977,7.032736,7.039089
3551,0.600146,5.971785,6.672275,-0.821756
3552,-0.898859,6.103503,6.374028,2.227956
3553,-4.284073,6.150709,6.72371,1.472958
3556,6.511435,-9.469427,5.431418,6.069317
3557,-6.475341,6.647508,8.918805,3.297225
3561,-2.425042,4.74505,3.9457,2.141696
3562,1.079263,3.53039,4.810408,1.050137
3563,6.396518,-5.964286,6.793678,4.506432
3566,3.809744,-9.016476,5.934028,5.244218
3567,2.029934,1.720529,5.985213,2.290351
3568,4.683662,-10.732567,6.67041,6.893897
3570,-0.003736,3.232881,4.997014,-0.960337
3571,6.595006,-4.083543,7.100743,4.920644
3573,5.181644,2.155708,6.34485,0.581774
3574,7.338018,-5.42068,6.384744,6.140458
3576,2.011113,6.794891,5.711613,1.980324
3577,5.604542,-6.406794,6.679877,4.054577
3578,-5.411659,5.152681,6.808761,-0.01913
3581,5.596881,-7.226776,6.516121,7.817006
3582,6.391549,-11.363912,5.089803,6.480712
3583,5.608508,-6.559793,6.277266,6.803361
3584,-0.746202,-5.410102,7.936639,7.164972
3585,0.938075,4.920713,6.046917,3.012011
3588,-2.357935,6.207257,7.520495,-0.917953
3589,8.149705,-9.72723,5.131242,8.18391
3591,5.108599,-4.938596,6.66848,7.071938
3592,7.900936,0.732809,6.439527,-0.203985
3595,-2.402617,2.438459,4.511496,1.664376
3596,-0.375151,5.680239,9.112028,2.035494
3597,-2.556825,3.224023,7.4037,0.597807
3599,2.530958,-2.253915,7.171915,5.112784
3601,5.84332,-6.724412,7.252541,6.889791
3603,6.13364,-4.955961,7.380831,4.478396
3604,1.08571,-5.314119,6.993275,7.246349
3606,2.210462,3.95132,4.375413,2.915603
3610,0.454472,1.38012,6.917324,1.804481
3613,0.054211,6.170465,3.907756,1.153888
3614,1.199883,4.380576,5.221213,-0.6275
3615,6.141786,-6.688032,4.729755,4.216565
3616,0.261331,1.740438,7.304727,3.251088
3618,8.247841,-3.485754,6.319373,4.971984
3621,5.842612,-7.075996,6.908188,6.811952
3626,4.872643,-9.77391,6.581338,7.166313
3627,-0.436062,1.085325,4.556083,-0.832281
3630,-4.278299,6.935458,7.642203,1.449188
3631,3.187406,-4.74405,7.484569,7.432001
3632,3.391372,-4.830478,6.404022,6.792882
3636,0.504197,2.822334,6.215907,0.242408
3637,5.728436,-7.167619,4.43629,6.372531
3638,-2.617878,2.314509,5.468094,3.150875
3639,-1.400109,6.432526,7.483253,3.899449
3641,-1.609112,4.487163,1.318541,2.396029
3642,0.876014,5.499502,5.34719,0.855325
3651,-0.872807,-1.91011,7.225579,7.996313
3655,1.552362,-3.856392,9.496275,7.787987
3657,1.503736,4.677367,6.929566,0.45518
3659,-1.537008,6.096508,8.250775,1.468059
3660,4.03443,-7.089318,6.660878,5.779655
3661,4.322577,-6.590778,5.824438,7.037158
3663,6.471751,-6.624173,6.232288,4.973735
3665,4.712093,-4.538257,3.5242,6.423377
3666,1.72776,-4.991173,7.82963,6.32692
3671,-3.038656,6.416959,7.511271,2.006214
3672,0.704155,6.489503,7.314937,2.624977
3674,5.102654,-3.626195,6.860237,5.88348
3676,-2.407617,5.627996,8.57074,3.910645
3677,3.001376,2.515752,5.193316,3.257252
3678,-4.090208,6.988487,8.430536,-0.742347
3679,5.775687,-11.854397,4.887052,7.308046
3680,1.347103,-6.322066,7.363166,6.790507
3681,4.529946,-8.592942,7.30059,8.42658
3682,-3.881464,4.574976,7.118582,3.243133
3683,-3.480915,5.537698,7.271532,-0.237106
3685,3.863594,-8.564462,4.551631,6.943433
3687,5.512104,-8.373669,8.146974,8.887867
3688,-4.102527,4.974817,7.393423,-0.822124
3689,4.420708,-10.596579,7.707903,7.391044
3690,3.294249,6.137829,5.934436,2.825153
3691,-0.676929,4.519032,8.3292,2.565838
3692,1.451379,3.327359,6.344408,-1.129838
3693,3.983509,-5.857691,7.595652,7.923605
3694,-1.689479,5.169059,7.167543,1.202755
3697,6.579802,-7.500652,6.47266,7.105271
3698,3.079509,-4.956099,6.535703,9.322757
3699,3.998249,-13.170797,6.297317,8.350662
3701,1.993973,2.302854,6.45933,3.230931
3706,6.871141,-5.405348,6.559093,6.970571
3707,0.331756,4.644761,6.456106,-1.844212
3708,0.510375,6.8975,5.399192,1.676408
3710,-0.012828,7.129616,4.872913,2.072752
3712,3.747314,-3.804956,7.790294,7.959379
3714,-1.135106,4.093271,5.005214,1.337758
3715,-1.528439,2.01916,2.802619,-2.271931
3716,1.844431,1.455254,5.311586,2.862839
3718,3.866696,-4.097821,7.158725,7.104171
3722,1.145126,1.541779,5.014007,3.568985
3724,7.242909,-6.608848,6.710269,4.762803
3726,5.462674,-3.926869,7.829806,6.933323
3729,-0.455856,-0.820474,7.312308,1.836547
3731,-1.583409,4.777428,6.835144,1.504066
3732,-0.726667,1.25518,6.55445,0.975247
3738,6.400435,-15.779123,4.997829,7.308546
3739,4.168281,-4.332703,5.227836,6.314534
3741,-2.850477,3.627844,5.75202,2.501438
3742,4.919467,0.075648,7.585191,1.890359
3743,0.842453,3.802428,4.172586,2.998688
3745,4.115201,-9.413334,5.545079,4.863745
3746,-2.444657,4.837163,6.560744,-0.219961
3748,5.054467,-5.483683,6.718438,4.534765
3749,0.035197,2.490164,5.737743,-0.497477
3751,-1.003175,2.540369,5.060225,5.120319
3752,5.977934,-8.40122,5.60414,6.82023
3753,-0.342701,2.460081,3.744525,2.720247
3754,6.20803,-11.309265,6.043813,8.162946
3755,-1.218991,5.812199,6.293172,1.226898
3757,-2.34453,3.067926,5.463901,1.350043
3758,0.66413,1.647149,6.012023,0.176839
3760,0.417437,5.497738,6.67445,1.624997
3762,-0.330389,5.877707,7.310351,3.542535
3763,5.725206,-11.47778,7.011779,7.738388
3766,2.549456,5.586803,7.220215,2.132316
3767,3.754902,-7.491763,6.694379,8.259957
3769,0.780785,5.278914,6.519285,0.310137
3770,5.929932,2.124367,6.081519,4.55473
3772,-4.930675,4.456085,7.61728,-0.993157
3773,5.645696,-8.073266,5.889437,8.600947
3775,1.330141,6.423386,6.396987,0.678409
3777,4.449697,-4.92227,7.034613,4.840739
3778,-1.881983,5.689666,7.249896,1.302679
3781,2.969297,-3.559546,7.360812,8.50183
3782,-5.156502,7.403136,7.841956,1.088255
3783,-0.388469,5.011288,6.925309,0.071055
3784,-6.483391,2.165818,7.279435,2.242258
3785,-0.152499,5.036257,6.144967,-0.803882
3786,5.912876,-7.380158,6.975377,6.00326
3787,0.741092,1.561891,7.356105,2.363941
3790,0.018088,-1.876251,5.336045,4.645115
3791,-2.402778,4.690423,7.856458,0.763664
3793,6.99825,-5.519118,6.628011,5.729671
3794,0.993103,6.197637,6.365777,0.072409
3795,4.649531,-6.53506,6.43287,6.518076
3798,1.214515,-7.270435,9.075513,7.076858
3800,-3.71908,2.131068,7.043348,-0.385255
3801,2.121234,5.662336,5.792537,0.99661
3804,4.844583,-4.620013,6.49925,5.292193
3805,4.647847,-5.620726,8.084432,7.801936
3806,0.339312,7.525588,8.589921,0.227459
3809,5.05186,-11.037971,2.903179,7.251017
3813,2.046902,-0.287844,2.610093,3.582057
3814,-0.804362,4.065453,6.614658,4.311188
3821,2.948237,3.373892,5.271933,2.572522
3822,1.33102,6.478502,7.533076,1.320712
3824,1.672016,-7.144564,4.977929,8.061053
3826,7.327978,-11.730646,6.509681,7.680261
3830,2.946482,-3.762928,7.3421,6.292483
3832,2.251025,2.97546,4.956069,-1.553194
3833,2.969093,-6.422663,7.056671,6.270092
3835,1.765353,2.522047,6.754376,0.027878
3841,8.169229,-5.02896,5.666847,5.695247
3842,2.871789,-5.838219,6.931979,7.020572
3843,2.567186,2.140201,5.468018,0.031263
3844,2.380654,-3.549675,7.483356,7.541683
3848,1.540802,-4.011505,8.854052,4.360151
3849,1.710507,4.206686,3.632142,1.577141
3852,-0.922268,6.248567,7.300001,-0.358159
3856,4.453196,-11.497879,5.35511,7.793163
3857,1.039162,3.823024,3.745319,1.794991
3858,1.923838,-5.537906,7.262245,7.106819
3859,0.170769,4.098598,4.914287,0.630501
3861,-4.376812,1.792828,4.480469,2.576993
3865,0.122775,5.38411,5.372679,1.405541
3866,6.346355,-8.632321,6.512043,6.404654
3869,-0.740014,6.665218,6.872468,1.774309
3870,2.515244,-7.817138,6.145127,7.28776
3873,5.175979,-5.717263,7.50047,4.327753
3874,0.165894,5.671028,6.067337,2.623687
3875,1.112381,2.080851,5.98542,3.837541
3876,6.594865,-1.96461,5.43324,7.248352
3879,0.30886,2.393286,8.070013,2.59189
3885,-2.066516,5.875948,7.411405,3.469259
3887,-3.942638,4.913474,7.191475,1.22693
3889,3.797696,2.635523,6.631685,1.374135
3890,1.70252,1.654041,4.663242,1.4448
3891,-0.953291,4.801436,6.75777,1.842813
3892,4.0667,-2.914594,6.38742,7.703248
3894,0.699039,-4.227481,6.196468,8.094308
3895,-2.855608,2.789441,6.041675,1.021978
3896,-1.02633,7.557417,5.539047,-0.540975
3897,-3.646725,4.652929,7.470561,2.908562
3901,5.225084,-0.79888,7.554696,5.369732
3902,-2.653504,6.956666,6.930396,1.251509
3904,-0.576484,3.058706,5.103929,2.040744
3905,2.154698,3.967491,6.705857,1.489855
3906,2.383814,5.637581,7.136428,2.382246
3907,3.207094,-3.580679,7.12097,8.494256
3909,0.881942,4.088833,6.344804,-6.14625
3910,2.556048,3.503896,4.003859,0.140742
3914,5.903012,-13.450818,7.386155,6.296681
3915,3.160882,-7.327143,7.518644,6.505476
3916,4.08861,-8.103565,6.666962,6.473334
3918,-3.328924,8.270045,7.927981,-0.491709
3919,2.822729,-7.389516,3.344134,7.623715
3920,4.795185,-5.678417,6.330885,4.264687
3923,-0.463192,6.406912,6.004024,2.790571
3924,4.02201,-5.386662,7.275876,5.532624
3928,3.964229,-4.405184,4.104153,7.623796
3929,3.624197,-6.379586,7.401401,5.822048
3930,7.911764,-8.360247,6.203369,7.513774
3931,-7.354108,3.930806,8.487971,-0.023318
3933,-0.580002,7.465774,6.391993,0.839188
3935,4.557198,-9.314932,4.33849,6.732584
3936,4.165588,-5.447288,7.729651,6.482231
3939,4.783864,-8.872384,4.331347,6.191896
3941,2.963314,-7.782758,8.126677,5.193238
3944,1.123227,-6.121088,5.68108,8.032945
3945,0.796588,6.479134,7.087303,-0.644062
3948,2.347449,-4.684484,6.662501,8.132561
3952,7.728217,-6.55999,6.283302,5.32727
3953,-0.125891,1.962848,3.81626,3.548849
3957,5.311889,-9.247047,5.72243,8.342574
3958,6.225066,-7.769572,5.434864,4.952424
3960,3.142094,-5.404478,6.63362,5.735808
3961,1.614691,3.782736,7.258252,1.245215
3963,-6.851041,4.683626,9.675027,1.769823
3964,0.163788,-5.091148,7.796475,8.891475
3966,4.092202,-5.204063,4.973916,4.93734
3967,2.621411,-8.150757,6.924461,7.497719
3968,-1.624522,2.554238,6.457743,3.02615
3970,3.314308,-1.483948,5.927151,1.654139
3971,5.894908,-9.518224,6.22132,9.543043
3972,-5.30919,6.085727,7.177256,0.736848
3973,1.458938,2.914688,6.905481,-0.067578
3974,0.141558,2.333348,6.24648,0.7153
3976,7.078925,-8.082536,4.975493,7.254952
3977,-0.660216,-1.300808,6.282949,0.351875
3978,8.563698,-4.133088,5.359045,6.51943
3981,0.891718,6.13356,5.684369,2.098055
3982,6.02435,-2.759018,6.740365,6.986139
3983,-0.046118,7.053809,9.236359,1.733648
3986,5.794267,-8.63095,5.634842,4.353366
3987,8.057568,-10.452414,6.70076,5.654077
3988,0.933896,2.142177,7.974944,1.319229
3989,0.066492,-4.803706,8.790827,7.677965
3990,-4.886871,3.082357,6.817968,2.220584
3997,-1.783404,5.4785,8.176939,0.853128
3999,2.287024,3.997344,6.644689,-2.908427
4004,3.497002,-3.755907,5.304981,1.369454
4005,7.448441,-4.044119,6.156759,7.881517
4008,1.820623,-8.701015,7.637865,7.827878
4010,-2.352839,7.29323,7.278177,1.367625
4011,-2.384662,-4.994007,9.079931,6.287701
4012,3.930011,-5.803056,7.841073,5.748622
4016,-2.015878,4.411072,6.760757,0.304395
4017,1.491557,3.039387,5.402905,-0.207814
4019,1.191092,4.88207,5.080181,1.513423
4020,1.759535,4.140066,6.803113,-0.847485
4021,-1.720121,6.504722,7.141652,2.987973
4023,2.305305,3.808065,6.868152,-0.941279
4027,1.16191,1.180134,3.511595,2.022151
4028,1.834024,6.682512,6.402926,3.760184
4030,-1.627504,-1.483599,7.082528,8.731837
4033,-0.042725,-3.507471,8.083886,8.103616
4035,3.638268,-7.695098,5.747997,6.443303
4036,0.402191,7.374595,4.813507,1.716051
4038,3.217637,-9.947917,6.922162,6.300476
4039,2.091541,3.209855,5.781232,0.349708
4042,-0.103931,3.200526,6.203957,-0.123657
4043,0.027775,4.167146,5.557732,1.691932
4048,-0.369002,6.736835,7.939163,2.834022
4049,-6.083464,2.895939,4.093069,2.40736
4054,-9.766546,3.609345,6.420807,4.726661
4055,6.164071,-2.951063,7.020553,4.649586
4057,-2.42052,8.900998,6.81966,1.853257
4058,-0.389696,-4.467242,5.702685,8.213164
4060,2.244586,4.622394,7.618621,2.343256
4061,-0.657974,2.920865,7.375193,0.230119
4063,0.298051,4.535227,5.019266,-0.594015
4066,4.677418,-9.615523,6.336097,7.64344
4067,7.776529,-10.848803,4.25338,6.218191
4069,-1.08622,5.24447,6.214755,-0.325231
4070,-1.662615,3.565322,6.492203,0.372275
4071,7.735765,-9.172523,6.750723,6.396284
4072,2.801767,3.846474,6.868495,2.383595
4076,0.179096,2.942111,4.99849,2.684817
4077,-4.277848,1.040457,7.006679,3.640882
4078,3.250646,-7.12711,6.339994,7.25596
4079,3.333023,3.169481,4.181626,-0.224768
4081,7.74853,-6.148107,5.981482,5.957601
4083,-3.543012,4.208999,7.063536,4.920203
4084,-0.134127,6.570503,1.460547,2.227899
4086,-0.404037,3.920993,6.92815,1.002937
4089,8.665002,-7.426793,6.387698,6.629633
4090,-2.748298,3.91113,7.937617,-0.092809
4091,0.622906,1.936649,5.109801,1.535883
4093,-5.407689,4.618082,7.042336,2.769004
4095,1.706346,-6.371575,8.064982,5.85441
4098,-0.166292,-7.626957,6.068564,7.14298
4099,-2.775999,6.570228,8.451672,0.581973
4100,3.341814,-3.993822,7.591642,7.205813
4101,1.722928,-7.623498,6.703768,6.735738
4103,1.96445,2.278622,5.889865,0.154838
4104,-1.902339,5.973614,6.875527,4.608755
4112,-0.446394,4.566718,6.69358,2.829963
4113,2.606477,3.175497,4.371684,0.637699
4115,0.768849,3.733117,4.598885,2.473584
4116,6.424989,-9.990973,1.581623,8.406924
4118,5.439997,-5.829016,6.432265,6.750605
4121,-0.32906,6.935055,7.68397,4.032095
4122,5.371672,-7.528666,7.046308,8.183497
4123,2.506306,-9.198703,6.335695,6.495885
4126,5.232302,-7.482815,6.652209,2.371047
4128,1.432523,6.117769,6.384512,2.029023
4131,0.099642,0.8006,5.005284,-1.89164
4136,6.474897,-5.321177,7.112738,5.349878
4137,3.20165,-6.782025,7.718307,6.518807
4138,7.478422,-10.927823,4.454764,6.861766
4139,-0.782103,3.884163,7.485813,1.285222
