,Cycles,Nature,Edge_count
2566,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,8
2567,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200a",P,9
2568,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200c",P,9
2569,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200b",P,9
2570,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a",P,8
2571,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c",P,8
2572,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b",P,8
2573,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,8
2574,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,8
2575,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,8
2576,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200a",P,10
2577,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200c",P,10
2578,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200b",P,10
2579,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200a",P,9
2580,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200c",P,9
2581,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200b",P,9
2582,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200a",P,8
2583,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200c",P,8
2584,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200b",P,8
2585,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,ZEB2,miR-200a",P,7
2586,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,ZEB2,miR-200c",P,7
2587,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,ZEB2,miR-200b",P,7
2588,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b",P,7
2589,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2590,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2591,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200a",P,9
2592,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200c",P,9
2593,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200b",P,9
2594,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a",P,9
2595,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c",P,9
2596,"TGF-beta,GSC,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b",P,9
2597,"TGF-beta,GSC,ZEB1,miR-200a",P,4
2598,"TGF-beta,GSC,ZEB1,miR-200a,ZEB2,miR-200c",P,6
2599,"TGF-beta,GSC,ZEB1,miR-200a,ZEB2,miR-200b",P,6
2600,"TGF-beta,GSC,ZEB1,miR-200c",P,4
2601,"TGF-beta,GSC,ZEB1,miR-200c,ZEB2,miR-200a",P,6
2602,"TGF-beta,GSC,ZEB1,miR-200c,ZEB2,miR-200b",P,6
2603,"TGF-beta,GSC,ZEB1,miR-200b",P,4
2604,"TGF-beta,GSC,ZEB1,miR-200b,ZEB2,miR-200a",P,6
2605,"TGF-beta,GSC,ZEB1,miR-200b,ZEB2,miR-200c",P,6
2606,"TGF-beta,GSC,ZEB1,miR-141",P,4
2607,"TGF-beta,GSC,ZEB1,miR-141,ZEB2,miR-200a",P,6
2608,"TGF-beta,GSC,ZEB1,miR-141,ZEB2,miR-200c",P,6
2609,"TGF-beta,GSC,ZEB1,miR-141,ZEB2,miR-200b",P,6
2610,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,8
2611,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,8
2612,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,8
2613,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,8
2614,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,10
2615,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,10
2616,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200a",P,11
2617,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200c",P,11
2618,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200b",P,11
2619,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a",P,10
2620,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c",P,10
2621,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b",P,10
2622,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200a",P,10
2623,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200c",P,10
2624,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200b",P,10
2625,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200a",P,9
2626,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200c",P,9
2627,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200b",P,9
2628,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b",P,9
2629,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a",P,11
2630,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c",P,11
2631,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200a",P,11
2632,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200c",P,11
2633,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200b",P,11
2634,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b",P,7
2635,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2636,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2637,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200a",P,10
2638,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200c",P,10
2639,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,SNAI1,ZEB2,miR-200b",P,10
2640,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a",P,9
2641,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c",P,9
2642,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b",P,9
2643,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,9
2644,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,9
2645,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,9
2646,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200a",P,11
2647,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200c",P,11
2648,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,miR-101,ZEB2,miR-200b",P,11
2649,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200a",P,10
2650,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200c",P,10
2651,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,SNAI1,ZEB2,miR-200b",P,10
2652,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200a",P,9
2653,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200c",P,9
2654,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,miR-101,ZEB2,miR-200b",P,9
2655,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,ZEB2,miR-200a",P,8
2656,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,ZEB2,miR-200c",P,8
2657,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,ZEB2,miR-200b",P,8
2658,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b",P,8
2659,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a",P,10
2660,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c",P,10
2661,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200a",P,10
2662,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200c",P,10
2663,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,miR-101,ZEB2,miR-200b",P,10
2664,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a",P,10
2665,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c",P,10
2666,"TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b",P,10
2667,"TGF-beta,GSC,FOXC2,ZEB1,miR-200a",P,5
2668,"TGF-beta,GSC,FOXC2,ZEB1,miR-200a,ZEB2,miR-200c",P,7
2669,"TGF-beta,GSC,FOXC2,ZEB1,miR-200a,ZEB2,miR-200b",P,7
2670,"TGF-beta,GSC,FOXC2,ZEB1,miR-200c",P,5
2671,"TGF-beta,GSC,FOXC2,ZEB1,miR-200c,ZEB2,miR-200a",P,7
2672,"TGF-beta,GSC,FOXC2,ZEB1,miR-200c,ZEB2,miR-200b",P,7
2673,"TGF-beta,GSC,FOXC2,ZEB1,miR-200b",P,5
2674,"TGF-beta,GSC,FOXC2,ZEB1,miR-200b,ZEB2,miR-200a",P,7
2675,"TGF-beta,GSC,FOXC2,ZEB1,miR-200b,ZEB2,miR-200c",P,7
2676,"TGF-beta,GSC,FOXC2,ZEB1,miR-141",P,5
2677,"TGF-beta,GSC,FOXC2,ZEB1,miR-141,ZEB2,miR-200a",P,7
2678,"TGF-beta,GSC,FOXC2,ZEB1,miR-141,ZEB2,miR-200c",P,7
2679,"TGF-beta,GSC,FOXC2,ZEB1,miR-141,ZEB2,miR-200b",P,7
2680,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a",P,6
2681,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,11
2682,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a,ZEB1,miR-34a,SNAI2,miR-200b",P,10
2683,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a,ZEB1,miR-200c",P,8
2684,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a,ZEB1,miR-200b",P,8
2685,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200a,ZEB1,miR-141",P,8
2686,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c",P,6
2687,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,11
2688,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c,ZEB1,miR-34a,SNAI2,miR-200b",P,10
2689,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c,ZEB1,miR-200a",P,8
2690,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c,ZEB1,miR-200b",P,8
2691,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200c,ZEB1,miR-141",P,8
2692,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200b",P,6
2693,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200b,ZEB1,miR-200a",P,8
2694,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200b,ZEB1,miR-200c",P,8
2695,"TGF-beta,GSC,SNAI1,miR-101,ZEB2,miR-200b,ZEB1,miR-141",P,8
2696,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,9
2697,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,9
2698,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,9
2699,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,9
2700,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,11
2701,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,11
2702,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,miR-200b",P,8
2703,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,10
2704,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,10
2705,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,10
2706,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,10
2707,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,10
2708,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200a",P,6
2709,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200a,ZEB2,miR-200c",P,8
2710,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200a,ZEB2,miR-200b",P,8
2711,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200c",P,6
2712,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200c,ZEB2,miR-200a",P,8
2713,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200c,ZEB2,miR-200b",P,8
2714,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200b",P,6
2715,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200b,ZEB2,miR-200a",P,8
2716,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-200b,ZEB2,miR-200c",P,8
2717,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-141",P,6
2718,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-141,ZEB2,miR-200a",P,8
2719,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-141,ZEB2,miR-200c",P,8
2720,"TGF-beta,GSC,SNAI1,miR-101,ZEB1,miR-141,ZEB2,miR-200b",P,8
2721,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200a",P,6
2722,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200a,ZEB2,miR-200c",P,8
2723,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200a,ZEB2,miR-200b",P,8
2724,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200c",P,6
2725,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200c,ZEB2,miR-200a",P,8
2726,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200c,ZEB2,miR-200b",P,8
2727,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200b",P,6
2728,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200b,ZEB2,miR-200a",P,8
2729,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-200b,ZEB2,miR-200c",P,8
2730,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-141",P,6
2731,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-141,ZEB2,miR-200a",P,8
2732,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-141,ZEB2,miR-200c",P,8
2733,"TGF-beta,GSC,SNAI1,miR-34a,ZEB1,miR-141,ZEB2,miR-200b",P,8
2734,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a",P,7
2735,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c",P,9
2736,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b",P,9
2737,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200a,ZEB1,miR-141",P,9
2738,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c",P,7
2739,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a",P,9
2740,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b",P,9
2741,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200c,ZEB1,miR-141",P,9
2742,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b",P,7
2743,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a",P,9
2744,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c",P,9
2745,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB2,miR-200b,ZEB1,miR-141",P,9
2746,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200a",P,7
2747,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200a,ZEB2,miR-200c",P,9
2748,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200a,ZEB2,miR-200b",P,9
2749,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200c",P,7
2750,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200c,ZEB2,miR-200a",P,9
2751,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200c,ZEB2,miR-200b",P,9
2752,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200b",P,7
2753,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200b,ZEB2,miR-200a",P,9
2754,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-200b,ZEB2,miR-200c",P,9
2755,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-141",P,7
2756,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-141,ZEB2,miR-200a",P,9
2757,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-141,ZEB2,miR-200c",P,9
2758,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,ZEB1,miR-141,ZEB2,miR-200b",P,9
2759,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b",P,7
2760,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2761,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-200c",P,11
2762,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-141",P,11
2763,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2764,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-200a",P,11
2765,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-141",P,11
2766,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-200a",P,9
2767,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-200a,ZEB2,miR-200c",P,11
2768,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-200c",P,9
2769,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-200c,ZEB2,miR-200a",P,11
2770,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-141",P,9
2771,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200a",P,11
2772,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200c",P,11
2773,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a",P,9
2774,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c",P,11
2775,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b",P,11
2776,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141",P,11
2777,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c",P,9
2778,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a",P,11
2779,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b",P,11
2780,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141",P,11
2781,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b",P,9
2782,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a",P,11
2783,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c",P,11
2784,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141",P,11
2785,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200a",P,9
2786,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c",P,11
2787,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b",P,11
2788,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200c",P,9
2789,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a",P,11
2790,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b",P,11
2791,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200b",P,9
2792,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a",P,11
2793,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c",P,11
2794,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-141",P,9
2795,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a",P,11
2796,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c",P,11
2797,"TGF-beta,GSC,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b",P,11
2798,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b",P,6
2799,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,8
2800,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-200c",P,10
2801,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-141",P,10
2802,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,8
2803,"TGF-beta,GSC,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-200a",P,10
